time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-08-10T14:38:23.280Z,35.0813333,-119.0861667,1.29,2.17,ml,53.0,21.0,0.1995,0.25,ci,ci40696319,2024-08-10T14:45:12.004Z,"21 km NW of Grapevine, CA",earthquake,0.2,1.12,0.158,26.0,automatic,ci,ci
2024-08-10T14:35:32.807Z,63.0857,-151.4735,0.1,1.6,ml,,,,0.33,ak,ak024a91e16o,2024-08-10T14:37:31.036Z,"52 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-10T14:34:02.416Z,-23.0608,170.5584,10.0,5.2,mb,51.0,106.0,2.905,0.84,us,us6000njcy,2024-08-10T14:52:37.040Z,southeast of the Loyalty Islands,earthquake,10.37,1.895,0.043,176.0,reviewed,us,us
2024-08-10T14:28:17.498Z,35.71551132,-97.71398163,5.0,1.85,ml,9.0,158.0070496,0.3879589438,1.140538885,ok,ok2024pqsi,2024-08-10T14:35:28.305Z,"8 km NNE of Piedmont, Oklahoma",earthquake,9.763020153,,0.27,7.0,automatic,ok,ok
2024-08-10T14:25:36.420Z,35.3585,-97.9615,7.04,0.85,ml,22.0,90.0,0.04859046489,0.21,ok,ok2024pqsf,2024-08-10T21:26:49.088Z,"4 km SSW of Union City, Oklahoma",earthquake,,1.4,0.13,11.0,reviewed,ok,ok
2024-08-10T14:13:14.890Z,35.3515,-97.97033333,7.78,0.83,ml,34.0,73.0,0.05848852256,0.2,ok,ok2024pqru,2024-08-10T21:08:37.029Z,"4 km NNW of Minco, Oklahoma",earthquake,,0.4,0.13,14.0,reviewed,ok,ok
2024-08-10T14:10:54.360Z,38.83,-122.82,1.65,0.7,md,9.0,128.0,0.009332,0.02,nc,nc75046697,2024-08-10T14:41:35.354Z,"8 km NNW of The Geysers, CA",earthquake,0.5,1.00999999,0.43,9.0,automatic,nc,nc
2024-08-10T13:58:44.470Z,35.092,-119.0585,1.68,1.38,ml,30.0,74.0,0.03926,0.23,ci,ci40696311,2024-08-10T14:11:24.247Z,"20 km NW of Grapevine, CA",earthquake,0.31,1.35,0.179,30.0,automatic,ci,ci
2024-08-10T13:57:59.190Z,35.0908333,-119.0563333,1.74,1.57,ml,36.0,74.0,0.03927,0.23,ci,ci40696303,2024-08-10T14:04:45.758Z,"20 km NW of Grapevine, CA",earthquake,0.26,1.09,0.114,28.0,automatic,ci,ci
2024-08-10T13:56:42.830Z,35.1055,-119.0661667,0.34,2.35,ml,32.0,33.0,0.04898,0.29,ci,ci40696295,2024-08-10T14:03:50.223Z,"22 km NW of Grapevine, CA",earthquake,0.33,1.07,0.207,26.0,automatic,ci,ci
2024-08-10T13:56:41.840Z,35.0396652,-119.0851669,8.82,1.37,ml,34.0,81.0,0.01892,0.27,ci,ci40696287,2024-08-10T14:00:05.738Z,"18 km NW of Grapevine, CA",earthquake,0.43,0.9,0.279,3.0,automatic,ci,ci
2024-08-10T13:56:11.382Z,61.4073,-151.2687,24.0,1.4,ml,,,,1.36,ak,ak024a90x1yq,2024-08-10T13:57:51.389Z,"31 km NNW of Beluga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-10T13:54:33.453Z,64.4571,-152.7817,5.7,1.2,ml,,,,0.75,ak,ak024a90wo8h,2024-08-10T13:56:47.255Z,"67 km NNW of Lake Minchumina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-10T13:53:42.596Z,35.25069427,-97.9237442,27.35529709,1.53,ml,12.0,108.4234924,0.09114996344,1.302668519,ok,ok2024pqre,2024-08-10T14:01:40.797Z,"6 km NNE of Pocasset, Oklahoma",earthquake,6.35321287,6.042649055,0.46,12.0,automatic,ok,ok
2024-08-10T13:48:28.240Z,19.2598323822021,-155.383666992188,32.0699996948242,1.75999999,md,48.0,128.0,0.02577,0.140000001,hv,hv74394096,2024-08-10T13:50:21.150Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.49,0.610000014,0.0199999996,10.0,automatic,hv,hv
2024-08-10T13:43:37.452Z,62.3377,-149.7396,41.8,3.2,ml,,,,0.75,ak,ak024a90ubn3,2024-08-10T14:59:40.040Z,"19 km E of Talkeetna, Alaska",earthquake,,1.0,,,automatic,ak,ak
2024-08-10T13:42:20.894Z,60.5052,-141.6762,1.8,2.0,ml,,,,0.22,ak,ak024a90u2o9,2024-08-10T13:43:25.756Z,"123 km SSE of McCarthy, Alaska",earthquake,,12.6,,,automatic,ak,ak
2024-08-10T13:40:49.641Z,38.1486,-117.8605,6.2,1.7,ml,14.0,126.85999999999996,0.11,0.3034,nn,nn00882188,2024-08-10T13:43:31.205Z,"34 km SE of Mina, Nevada",earthquake,,0.4,0.5,10.0,automatic,nn,nn
2024-08-10T13:34:46.245Z,31.7,-101.71,9.7412,3.5,ml,25.0,62.0,0.1,0.1,tx,tx2024pqqp,2024-08-10T15:38:45.856Z,"28 km SW of Garden City, Texas",earthquake,0.7311311716605358,1.067926165167629,0.1,15.0,reviewed,tx,tx
2024-08-10T13:29:08.130Z,32.744,-116.673,15.86,0.73,ml,19.0,64.0,0.06377,0.14,ci,ci40696271,2024-08-10T13:35:03.656Z,"13 km SE of Alpine, CA",earthquake,0.25,0.54,0.126,10.0,automatic,ci,ci
2024-08-10T13:24:52.680Z,38.81,-122.82,2.94,0.86,md,15.0,72.0,0.008193,0.01,nc,nc75046667,2024-08-10T15:15:58.548Z,"7 km NW of The Geysers, CA",earthquake,0.36,0.850000024,0.25,16.0,automatic,nc,nc
2024-08-10T13:20:31.090Z,38.82,-122.84,2.24,1.18,md,22.0,104.0,0.006845,0.02,nc,nc75046662,2024-08-10T14:41:34.354Z,"9 km NW of The Geysers, CA",earthquake,0.23,0.389999986,0.14,25.0,automatic,nc,nc
2024-08-10T13:05:44.690Z,35.1871667,-119.0305,11.95,1.56,ml,34.0,68.0,0.1355,0.2,ci,ci40696263,2024-08-10T13:13:37.988Z,"13 km SW of Lamont, CA",earthquake,0.28,1.04,0.141,26.0,automatic,ci,ci
2024-08-10T13:03:36.470Z,35.097,-119.0915,2.19,1.42,ml,28.0,77.0,0.03883,0.24,ci,ci40696255,2024-08-10T13:13:35.879Z,"22 km NW of Grapevine, CA",earthquake,0.31,1.52,0.232,28.0,automatic,ci,ci
2024-08-10T13:00:49.880Z,35.0938333,-119.0695,1.41,1.72,ml,47.0,39.0,0.03706,0.23,ci,ci40696247,2024-08-10T13:13:33.457Z,"21 km NW of Grapevine, CA",earthquake,0.21,1.02,0.158,26.0,automatic,ci,ci
2024-08-10T12:51:52.530Z,33.5216667,-116.524,12.58,0.82,ml,31.0,43.0,0.03621,0.14,ci,ci40696239,2024-08-10T13:02:02.400Z,"14 km ESE of Anza, CA",earthquake,0.18,0.35,0.32,4.0,automatic,ci,ci
2024-08-10T12:41:59.747Z,58.1916,-155.3739,0.0,1.4,ml,,,,0.37,ak,ak024a908icm,2024-08-10T12:43:49.069Z,"88 km NW of Karluk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-08-10T12:26:07.970Z,19.2716674804688,-155.385833740234,31.8600006103516,1.77999997,md,54.0,112.0,0.03573,0.129999995,hv,hv74394016,2024-08-10T12:28:58.620Z,"12 km NE of Pāhala, Hawaii",earthquake,0.43,0.550000012,0.319999993,14.0,automatic,hv,hv
2024-08-10T12:14:40.180Z,19.179500579834,-155.468673706055,30.0200004577637,2.3599999,md,50.0,99.0,0.02475,0.150000006,hv,hv74394006,2024-08-10T12:16:26.240Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.5,0.629999995,0.180000007,9.0,automatic,hv,hv
2024-08-10T12:11:16.633Z,64.9221,-148.7006,17.3,0.8,ml,,,,0.29,ak,ak024a901zjj,2024-08-10T12:12:54.634Z,"33 km WNW of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-10T11:52:00.427Z,60.1503,-153.2088,125.1,1.6,ml,,,,0.3,ak,ak024a8zpb1m,2024-08-10T11:54:05.646Z,"61 km E of Port Alsworth, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-10T11:49:54.320Z,33.2243333,-116.041,3.53,0.95,ml,52.0,59.0,0.07231,0.23,ci,ci40696223,2024-08-10T11:56:11.342Z,"11 km SW of Salton City, CA",earthquake,0.17,0.41,0.108,25.0,automatic,ci,ci
2024-08-10T11:47:37.650Z,51.7363333333333,-179.0235,10.85,1.49,ml,6.0,274.0,0.1117,0.16,av,av93225886,2024-08-11T04:00:37.510Z,"165 km W of Adak, Alaska",earthquake,0.99,2.18,0.282900035162555,6.0,reviewed,av,av
2024-08-10T11:45:25.895Z,36.9749,-116.4238,7.9,-0.1,ml,8.0,159.98,0.03,0.3372,nn,nn00882187,2024-08-10T11:47:08.257Z,"30 km ENE of Beatty, Nevada",earthquake,,0.8,0.37,6.0,automatic,nn,nn
2024-08-10T11:34:22.665Z,37.3678,-117.2177,1.0,0.7,ml,12.0,253.38,0.076,0.3659,nn,nn00882186,2024-08-10T11:36:48.831Z,"37 km S of Goldfield, Nevada",earthquake,,23.2,0.46,7.0,automatic,nn,nn
2024-08-10T11:19:29.268Z,36.5148,-115.5183,15.2,0.7,ml,14.0,321.23999999999995,0.432,0.1569,nn,nn00882182,2024-08-10T11:21:39.452Z,"14 km ESE of Indian Springs, Nevada",earthquake,,1.6,0.31,8.0,automatic,nn,nn
2024-08-10T11:06:42.060Z,35.9148333,-117.7455,2.78,0.59,ml,18.0,64.0,0.08395,0.1,ci,ci40696215,2024-08-10T11:12:23.471Z,"15 km E of Little Lake, CA",earthquake,0.14,0.37,0.147,6.0,automatic,ci,ci
2024-08-10T11:03:13.490Z,37.07,-121.51,6.78,1.13,md,11.0,119.0,0.05487,0.1,nc,nc75046642,2024-08-10T13:56:00.057Z,"9 km NE of Gilroy, CA",earthquake,0.52,1.55999994,0.08,7.0,automatic,nc,nc
2024-08-10T10:58:58.630Z,19.0376666666667,-65.3538333333333,25.19,3.24,md,14.0,239.0,0.7295,0.28,pr,pr71457208,2024-08-10T12:00:32.040Z,"81 km N of Culebra, Puerto Rico",earthquake,1.96,20.53,0.106062200400493,10.0,reviewed,pr,pr
2024-08-10T10:57:14.378Z,61.7615,-149.7069,42.0,1.3,ml,,,,0.73,ak,ak024a8z4z3h,2024-08-10T10:59:46.184Z,"15 km NNE of Houston, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-08-10T10:52:37.005Z,36.5385,-115.5284,11.4,0.8,ml,19.0,313.0299999999999,0.37,0.1744,nn,nn00882180,2024-08-10T10:54:49.972Z,"13 km ESE of Indian Springs, Nevada",earthquake,,0.9,0.28,12.0,automatic,nn,nn
2024-08-10T10:43:36.719Z,64.4988,-146.8873,9.7,0.6,ml,,,,0.29,ak,ak024a8z20sn,2024-08-10T10:45:26.459Z,"2 km SSE of Salcha, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-10T10:39:58.890Z,33.4695,-116.48,13.58,0.53,ml,34.0,63.0,0.07035,0.16,ci,ci40696199,2024-08-10T10:46:12.791Z,"20 km ESE of Anza, CA",earthquake,0.19,0.48,0.136,14.0,automatic,ci,ci
2024-08-10T10:33:14.113Z,37.0115,-116.3819,10.3,0.9,ml,19.0,63.55000000000001,0.024,0.1529,nn,nn00882179,2024-08-10T10:34:59.714Z,"35 km ENE of Beatty, Nevada",earthquake,,0.7,0.24,14.0,automatic,nn,nn
2024-08-10T10:22:00.000Z,38.83,-122.88,1.96,0.78,md,11.0,139.0,0.007785,0.05,nc,nc75046637,2024-08-10T11:15:57.065Z,"12 km E of Cloverdale, CA",earthquake,0.56,0.579999983,0.22,13.0,automatic,nc,nc
2024-08-10T10:15:38.760Z,38.85,-122.83,1.13,0.78,md,13.0,95.0,0.007372,0.04,nc,nc75046632,2024-08-10T11:01:00.971Z,"10 km WNW of Cobb, CA",earthquake,0.26,0.779999971,0.2,15.0,automatic,nc,nc
2024-08-10T10:12:16.740Z,33.4656667,-116.5608333,9.89,0.51,ml,38.0,48.0,0.0451,0.14,ci,ci40696191,2024-08-10T10:18:21.462Z,"14 km SE of Anza, CA",earthquake,0.17,0.31,0.153,15.0,automatic,ci,ci
2024-08-10T10:07:11.620Z,34.0331667,-116.8151667,12.9,0.89,ml,47.0,46.0,0.006445,0.15,ci,ci40696183,2024-08-10T10:14:42.422Z,"13 km NNW of Cabazon, CA",earthquake,0.16,0.39,0.156,26.0,automatic,ci,ci
2024-08-10T10:07:09.270Z,33.8901672,-116.8806686,23.54,1.38,ml,17.0,111.0,0.08938,0.22,ci,ci40696175,2024-08-10T10:09:22.633Z,"4 km S of Banning, CA",earthquake,0.66,1.91,0.348,8.0,automatic,ci,ci
2024-08-10T10:04:36.910Z,33.3648338,-116.8323364,8.29,0.79,ml,35.0,46.0,0.02773,0.17,ci,ci40696167,2024-08-10T10:08:06.746Z,"3 km ENE of Palomar Observatory, CA",earthquake,0.3,0.72,0.144,25.0,automatic,ci,ci
2024-08-10T10:01:21.691Z,36.5975,-115.6206,4.5,0.5,ml,17.0,312.13,0.282,0.2325,nn,nn00882177,2024-08-10T10:03:39.182Z,"5 km NE of Indian Springs, Nevada",earthquake,,1.7,0.4,11.0,automatic,nn,nn
2024-08-10T09:55:34.021Z,64.7718,-149.0049,21.5,1.5,ml,,,,0.47,ak,ak024a8yj5kq,2024-08-10T09:57:58.056Z,"19 km NNE of Four Mile Road, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-10T09:54:51.630Z,35.0921667,-119.0995,12.02,1.44,ml,31.0,54.0,0.03588,0.23,ci,ci40696159,2024-08-10T18:16:01.570Z,"23 km NW of Grapevine, CA",earthquake,0.31,0.71,0.204,31.0,automatic,ci,ci
2024-08-10T09:50:13.782Z,-24.4004,-66.9328,164.915,4.2,mb,31.0,52.0,1.839,1.1,us,us6000njbs,2024-08-10T10:30:59.040Z,"65 km WSW of San Antonio de los Cobres, Argentina",earthquake,9.31,6.951,0.115,21.0,reviewed,us,us
2024-08-10T09:46:50.270Z,38.87,-122.81,0.72,1.1,md,16.0,133.0,0.01034,0.03,nc,nc75046627,2024-08-10T13:26:36.891Z,"9 km NW of Cobb, CA",earthquake,0.43,0.579999983,0.15,16.0,automatic,nc,nc
2024-08-10T09:46:40.469Z,-35.9102,-71.9616,77.499,4.2,mb,28.0,162.0,0.466,0.57,us,us6000njbr,2024-08-11T06:04:02.040Z,"25 km WNW of Longaví, Chile",earthquake,6.52,6.632,0.167,10.0,reviewed,us,us
2024-08-10T09:44:58.060Z,19.17799949646,-155.485000610352,29.9400005340576,1.95000005,md,43.0,86.0,0.03119,0.140000001,hv,hv74393886,2024-08-10T09:46:41.780Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.58,0.829999983,0.0500000007,4.0,automatic,hv,hv
2024-08-10T09:34:32.494Z,62.5672,-151.0089,78.0,1.6,ml,,,,0.41,ak,ak024a8yenf5,2024-08-10T09:37:16.502Z,"14 km WNW of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-08-10T09:28:40.840Z,19.3901672363281,-155.251159667969,1.51999998092651,1.98,ml,27.0,52.0,0.004635,0.230000004,hv,hv74393866,2024-08-10T09:31:17.580Z,"6 km SSW of Volcano, Hawaii",earthquake,0.21,0.200000003,0.24,15.0,automatic,hv,hv
2024-08-10T09:28:31.690Z,32.9746667,-116.278,5.97,0.91,ml,49.0,43.0,0.1115,0.24,ci,ci40696143,2024-08-10T09:34:51.469Z,"23 km SW of Ocotillo Wells, CA",earthquake,0.22,1.2,0.202,19.0,automatic,ci,ci
2024-08-10T09:27:42.160Z,35.0911667,-119.0548333,2.04,1.47,ml,36.0,70.0,0.04025,0.28,ci,ci40696135,2024-08-10T09:34:19.180Z,"20 km NW of Grapevine, CA",earthquake,0.3,1.24,0.094,28.0,automatic,ci,ci
2024-08-10T09:22:36.092Z,32.4667,67.4509,10.0,4.4,mb,22.0,169.0,2.48,0.91,us,us6000njbl,2024-08-10T10:55:22.040Z,"64 km NE of Qalāt, Afghanistan",earthquake,9.74,1.93,0.161,11.0,reviewed,us,us
2024-08-10T09:21:39.320Z,35.076,-119.0733333,12.04,1.79,ml,49.0,37.0,0.01937,0.25,ci,ci40696127,2024-08-10T09:32:26.910Z,"20 km NW of Grapevine, CA",earthquake,0.25,0.66,0.192,27.0,automatic,ci,ci
2024-08-10T09:17:55.600Z,38.83,-122.88,2.4,1.34,md,17.0,67.0,0.004283,0.02,nc,nc75046612,2024-08-10T12:16:35.428Z,"12 km E of Cloverdale, CA",earthquake,0.29,0.460000008,0.18,19.0,automatic,nc,nc
2024-08-10T09:15:43.080Z,38.83,-122.89,1.9,0.51,md,8.0,173.0,0.02188,0.05,nc,nc75046607,2024-08-10T10:15:56.672Z,"11 km E of Cloverdale, CA",earthquake,1.55,1.00999999,0.26,9.0,automatic,nc,nc
2024-08-10T09:14:38.740Z,38.83,-122.88,2.31,1.1,md,22.0,127.0,0.004721,0.03,nc,nc75046602,2024-08-10T11:51:37.275Z,"12 km E of Cloverdale, CA",earthquake,0.31,0.469999999,0.14,24.0,automatic,nc,nc
2024-08-10T09:12:20.810Z,38.82,-122.74,0.54,1.25,md,9.0,141.0,0.02503,0.02,nc,nc75046597,2024-08-10T11:26:37.130Z,"2 km W of Cobb, CA",earthquake,0.34,0.699999988,0.25,10.0,automatic,nc,nc
2024-08-11T09:23:08.400Z,34.1958351,-119.0145035,15.01,1.37,ml,14.0,139.0,0.02492,0.17,ci,ci40697183,2024-08-11T09:25:22.831Z,"3 km SE of Camarillo, CA",earthquake,0.46,0.8,0.112,3.0,automatic,ci,ci
2024-08-11T09:19:13.939Z,60.056,-152.7359,86.1,1.9,ml,,,,0.19,ak,ak024aaluqqp,2024-08-11T09:20:51.192Z,"57 km WNW of Happy Valley, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-08-11T09:15:14.430Z,33.6471667,-116.707,16.44,1.0,ml,61.0,30.0,0.03517,0.14,ci,ci40697175,2024-08-11T09:21:32.709Z,"10 km S of Idyllwild, CA",earthquake,0.13,0.23,0.203,27.0,automatic,ci,ci
2024-08-11T09:28:54.010Z,35.0975,-119.103,2.84,1.16,ml,27.0,87.0,0.04188,0.25,ci,ci40697191,2024-08-11T09:35:26.322Z,"23 km NW of Grapevine, CA",earthquake,0.35,1.44,0.209,20.0,automatic,ci,ci
2024-08-11T09:45:13.361Z,35.9585,-117.6743,8.0,4.0,mw,5.0,,,,ew,ew1723369510,2024-08-11T09:45:18.828Z,"24 km NE of Pearsonville, California",earthquake,15.714,5.0,0.3,5.0,automatic,ew,ew
2024-08-11T09:44:19.710Z,35.0839996,-119.0688324,14.64,1.24,ml,11.0,144.0,0.02816,0.17,ci,ci40697207,2024-08-11T09:46:27.948Z,"20 km NW of Grapevine, CA",earthquake,0.72,0.95,0.18,10.0,automatic,ci,ci
2024-08-11T09:39:57.640Z,32.9210014,-115.5234985,5.82,1.36,ml,18.0,99.0,0.03687,0.22,ci,ci40697199,2024-08-11T09:46:22.145Z,"6 km S of Brawley, CA",earthquake,0.46,0.59,0.279,6.0,automatic,ci,ci
2024-08-11T09:14:55.330Z,18.1853333333333,-67.0748333333333,17.62,2.33,md,9.0,85.0,0.01415,0.22,pr,pr71457253,2024-08-11T09:44:40.020Z,"7 km ESE of Mayagüez, Puerto Rico",earthquake,0.88,1.06,0.14117590768511,8.0,reviewed,pr,pr
2024-08-11T09:53:29.350Z,35.9443321,-117.6894989,3.71,1.14,ml,14.0,120.0,0.03194,0.1,ci,ci40697239,2024-08-11T09:55:35.712Z,"20 km E of Little Lake, CA",earthquake,0.39,0.78,0.072,5.0,automatic,ci,ci
2024-08-11T09:51:25.820Z,35.9446678,-117.6876678,4.45,1.42,ml,20.0,71.0,0.03043,0.12,ci,ci40697231,2024-08-11T09:53:30.193Z,"20 km E of Little Lake, CA",earthquake,0.28,0.56,0.109,5.0,automatic,ci,ci
2024-08-11T09:50:47.214Z,56.0346,-159.1309,7.5,1.4,ml,,,,0.99,ak,ak024aam1gi9,2024-08-11T09:52:50.128Z,"13 km N of Perryville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-08-11T09:46:04.820Z,35.9433333,-117.6858333,4.36,3.01,ml,26.0,68.0,0.02913,0.15,ci,ci40697223,2024-08-11T09:52:50.892Z,"20 km E of Little Lake, CA",earthquake,0.18,0.34,0.128,7.0,automatic,ci,ci
2024-08-11T09:45:13.480Z,35.9491653,-117.6791687,4.55,3.66,mw,52.0,80.0,0.02339,0.18,ci,ci40697215,2024-08-11T09:54:16.891Z,"20 km E of Little Lake, CA",earthquake,0.21,0.4,,6.0,automatic,ci,ci
2024-08-11T10:04:31.370Z,35.1276667,-119.071,7.52,1.51,ml,42.0,59.0,0.0697,0.23,ci,ci40697247,2024-08-11T10:11:15.991Z,"20 km SW of Lamont, CA",earthquake,0.25,0.82,0.191,28.0,automatic,ci,ci
2024-08-11T10:27:24.710Z,19.3233337402344,-155.16667175293,2.26999998092651,2.39,ml,58.0,97.0,0.05147,0.219999999,hv,hv74394986,2024-08-11T10:30:02.110Z,"14 km SSE of Volcano, Hawaii",earthquake,0.3,0.5,0.36,39.0,automatic,hv,hv
2024-08-11T10:56:29.170Z,35.7663345,-117.5790024,8.87,1.01,ml,12.0,143.0,0.1569,0.13,ci,ci40697271,2024-08-11T10:58:32.590Z,"16 km W of Searles Valley, CA",earthquake,0.55,2.08,0.04,3.0,automatic,ci,ci
2024-08-11T10:46:28.450Z,35.9458333,-117.6826667,5.09,0.8,ml,19.0,73.0,0.02628,0.12,ci,ci40697255,2024-08-11T10:52:14.250Z,"20 km E of Little Lake, CA",earthquake,0.2,0.46,0.074,4.0,automatic,ci,ci
2024-08-11T10:11:22.740Z,19.2456,-68.7898,94.0,3.88,md,13.0,234.0,0.838,0.52,pr,pr2024224001,2024-08-11T10:57:40.369Z,"39 km NE of Miches, Dominican Republic",earthquake,7.87,6.78,0.04,5.0,reviewed,pr,pr
2024-08-11T11:13:16.600Z,35.9438324,-117.6809998,5.14,1.51,ml,21.0,68.0,0.02518,0.08,ci,ci40697319,2024-08-11T11:15:33.429Z,"20 km E of Little Lake, CA",earthquake,0.32,0.83,0.228,7.0,automatic,ci,ci
2024-08-11T11:10:12.320Z,33.8821678,-116.7806702,13.39,1.39,ml,61.0,40.0,0.03163,0.17,ci,ci40697295,2024-08-11T11:12:24.414Z,"4 km S of Cabazon, CA",earthquake,0.2,0.52,0.314,16.0,automatic,ci,ci
2024-08-11T11:08:44.612Z,55.6505,-158.8154,36.4,2.6,ml,,,,0.62,ak,ak024aamzbfx,2024-08-11T11:10:41.946Z,"35 km SE of Perryville, Alaska",earthquake,,6.9,,,automatic,ak,ak
2024-08-11T11:05:14.580Z,35.943,-117.6823333,4.56,0.82,ml,19.0,67.0,0.02639,0.13,ci,ci40697287,2024-08-11T11:11:11.110Z,"20 km E of Little Lake, CA",earthquake,0.17,0.32,0.076,8.0,automatic,ci,ci
2024-08-11T11:04:52.958Z,58.7767,-153.2159,52.3,2.2,ml,,,,0.48,ak,ak024aamyh7z,2024-08-11T11:07:59.304Z,"81 km NNW of Aleneva, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-08-11T11:03:07.365Z,67.1538,-150.2261,9.1,1.5,ml,,,,1.33,ak,ak024aamy5yj,2024-08-11T11:05:26.653Z,"11 km S of Coldfoot, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-08-11T10:57:46.200Z,35.0831667,-119.0906667,1.34,1.32,ml,35.0,75.0,0.02515,0.23,ci,ci40697279,2024-08-11T11:04:06.126Z,"21 km NW of Grapevine, CA",earthquake,0.27,1.4,0.239,28.0,automatic,ci,ci
2024-08-11T10:54:38.920Z,35.9426667,-117.6821667,4.85,0.77,ml,17.0,66.0,0.02632,0.12,ci,ci40697263,2024-08-11T11:00:30.295Z,"20 km E of Little Lake, CA",earthquake,0.22,0.31,0.158,5.0,automatic,ci,ci
2024-08-11T11:21:11.350Z,33.3950005,-116.6033325,13.58,0.97,ml,47.0,37.0,0.09944,0.15,ci,ci40697343,2024-08-11T11:23:30.470Z,"13 km NNE of Warner Springs, CA",earthquake,0.25,0.65,0.191,14.0,automatic,ci,ci
2024-08-11T11:18:46.160Z,35.1051667,-119.0865,5.55,1.12,ml,26.0,84.0,0.04651,0.2,ci,ci40697335,2024-08-11T11:24:58.115Z,"23 km NW of Grapevine, CA",earthquake,0.31,1.44,0.113,19.0,automatic,ci,ci
2024-08-11T11:15:32.010Z,35.8743333,-117.6416667,7.54,0.75,ml,17.0,129.0,0.07375,0.13,ci,ci40697327,2024-08-11T11:21:25.925Z,"24 km WNW of Searles Valley, CA",earthquake,0.24,0.62,0.102,4.0,automatic,ci,ci
2024-08-11T11:11:13.710Z,35.872,-117.6405,6.87,0.71,ml,11.0,140.0,0.07616,0.1,ci,ci40697303,2024-08-11T11:17:04.406Z,"24 km WNW of Searles Valley, CA",earthquake,0.25,0.47,0.246,2.0,automatic,ci,ci
2024-08-11T11:32:40.820Z,38.78,-122.73,0.15,0.23,md,6.0,155.0,0.01049,0.06,nc,nc75047157,2024-08-11T11:34:44.607Z,"3 km ESE of The Geysers, CA",earthquake,0.51,1.80999994,0.08,5.0,automatic,nc,nc
2024-08-11T11:40:18.380Z,38.8,-122.75,4.02,0.97,md,6.0,92.0,0.01999,0.01,nc,nc75047162,2024-08-11T11:42:23.595Z,"2 km NNE of The Geysers, CA",earthquake,1.86,7.34000015,0.01,3.0,automatic,nc,nc
2024-08-11T11:45:59.080Z,38.77,-122.73,1.21,0.84,md,7.0,67.0,0.01072,0.01,nc,nc75047167,2024-08-11T11:48:03.549Z,"2 km ESE of The Geysers, CA",earthquake,0.83,1.58000004,0.21,7.0,automatic,nc,nc
2024-08-11T11:40:29.360Z,33.9643333,-116.9615,8.91,0.65,ml,43.0,52.0,0.1306,0.14,ci,ci40697351,2024-08-11T11:46:26.575Z,"4 km NNE of Beaumont, CA",earthquake,0.14,0.6,0.14,16.0,automatic,ci,ci
2024-08-11T12:08:29.290Z,35.1445,-119.0688333,1.38,1.61,ml,43.0,59.0,0.08658,0.24,ci,ci40697367,2024-08-11T12:15:09.136Z,"19 km SW of Lamont, CA",earthquake,0.25,0.9,0.111,25.0,automatic,ci,ci
2024-08-11T12:43:37.305Z,37.3885,-114.7332,13.3,0.9,ml,9.0,332.03000000000003,1.036,0.3413,nn,nn00882208,2024-08-11T12:45:56.708Z,"31 km SW of Caliente, Nevada",earthquake,,3.4,0.45,4.0,automatic,nn,nn
2024-08-11T12:30:06.560Z,38.82,-122.82,2.85,1.07,md,25.0,49.0,0.009432,0.02,nc,nc75047182,2024-08-11T12:32:14.407Z,"7 km NW of The Geysers, CA",earthquake,0.22,0.439999998,0.21,25.0,automatic,nc,nc
2024-08-11T12:17:06.980Z,35.9446667,-117.68,5.05,0.72,ml,18.0,70.0,0.02425,0.13,ci,ci40697391,2024-08-11T12:22:48.353Z,"20 km E of Little Lake, CA",earthquake,0.2,0.48,0.033,7.0,automatic,ci,ci
2024-08-11T12:15:36.420Z,34.3995,-118.3866667,8.8,1.24,ml,52.0,36.0,0.06047,0.19,ci,ci40697383,2024-08-11T12:26:25.550Z,"11 km E of Santa Clarita, CA",earthquake,0.16,0.45,0.186,29.0,automatic,ci,ci
2024-08-11T12:14:54.130Z,35.1003333,-119.1305,2.37,1.41,ml,34.0,79.0,0.05657,0.27,ci,ci40697375,2024-08-11T12:21:18.758Z,"25 km E of Maricopa, CA",earthquake,0.3,1.64,0.205,28.0,automatic,ci,ci
