time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-08-11T03:24:08.890Z,32.7708333,-115.8366667,5.73,1.16,ml,24.0,58.0,0.1209,0.18,ci,ci40696999,2024-08-11T03:30:25.251Z,"15 km ENE of Ocotillo, CA",earthquake,0.22,0.6,0.2,21.0,automatic,ci,ci
2024-08-11T03:23:38.040Z,38.77,-122.42,4.22,1.64,md,10.0,80.0,0.04122,0.2,nc,nc75047007,2024-08-11T07:15:59.761Z,"12 km ESE of Hidden Valley Lake, CA",earthquake,0.64,2.1099999,0.06,8.0,automatic,nc,nc
2024-08-11T03:22:43.420Z,38.84,-122.79,2.18,0.85,md,11.0,88.0,0.00368,0.02,nc,nc75047002,2024-08-11T03:45:56.454Z,"6 km WNW of Cobb, CA",earthquake,0.42,1.25999999,0.17,12.0,automatic,nc,nc
2024-08-11T03:19:41.090Z,35.1055,-119.0841667,1.44,1.7,ml,39.0,45.0,0.04679,0.23,ci,ci40696991,2024-08-11T03:26:52.496Z,"23 km NW of Grapevine, CA",earthquake,0.23,1.09,0.118,27.0,automatic,ci,ci
2024-08-11T03:19:31.690Z,33.3378333,-116.3296667,11.97,0.86,ml,37.0,84.0,0.02968,0.19,ci,ci40696983,2024-08-11T03:25:34.410Z,"10 km NNE of Borrego Springs, CA",earthquake,0.24,0.42,0.106,21.0,automatic,ci,ci
2024-08-11T03:16:38.809Z,62.2274,-151.0615,83.6,1.8,ml,,,,0.54,ak,ak024aai9jvs,2024-08-11T03:19:03.633Z,"31 km NNE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-08-11T02:55:29.590Z,35.097,-119.0626667,1.35,2.11,ml,54.0,38.0,0.04205,0.23,ci,ci40696975,2024-08-11T03:02:25.495Z,"21 km NW of Grapevine, CA",earthquake,0.19,1.07,0.178,25.0,automatic,ci,ci
2024-08-11T02:49:00.301Z,61.8243,-148.5723,6.9,2.1,ml,,,,0.56,ak,ak024aahv3xq,2024-08-11T02:50:47.509Z,"6 km WNW of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-11T02:31:49.170Z,35.0958333,-119.0853333,2.35,1.73,ml,44.0,43.0,0.03717,0.29,ci,ci40696959,2024-08-11T02:38:28.533Z,"22 km NW of Grapevine, CA",earthquake,0.28,1.33,0.179,28.0,automatic,ci,ci
2024-08-11T02:21:26.630Z,38.84,-122.79,1.99,1.43,md,30.0,53.0,0.00275,0.03,nc,nc75046977,2024-08-11T05:55:59.253Z,"6 km WNW of Cobb, CA",earthquake,0.18,0.310000002,0.19,29.0,automatic,nc,nc
2024-08-11T02:15:41.570Z,38.82,-122.85,2.26,1.11,md,22.0,77.0,0.00806,0.01,nc,nc75046972,2024-08-11T05:30:56.107Z,"9 km NW of The Geysers, CA",earthquake,0.21,0.419999987,0.18,22.0,automatic,nc,nc
2024-08-11T02:04:41.990Z,38.84,-122.78,13.42,0.82,md,9.0,91.0,0.004126,0.06,nc,nc75046957,2024-08-11T02:06:13.987Z,"5 km WNW of Cobb, CA",earthquake,2.28,8.93000031,0.16,4.0,automatic,nc,nc
2024-08-11T02:01:04.140Z,38.84,-122.8,1.93,0.7,md,14.0,70.0,0.004868,0.01,nc,nc75046952,2024-08-11T03:00:58.107Z,"7 km WNW of Cobb, CA",earthquake,0.31,0.560000002,0.31,14.0,automatic,nc,nc
2024-08-11T02:00:34.370Z,38.84,-122.8,2.25,0.34,md,10.0,85.0,0.005136,0.01,nc,nc75046947,2024-08-11T02:45:58.009Z,"7 km WNW of Cobb, CA",earthquake,0.42,1.66999996,0.21,10.0,automatic,nc,nc
2024-08-11T01:59:41.100Z,38.84,-122.79,1.91,2.06,md,44.0,49.0,0.003634,0.04,nc,nc75046942,2024-08-11T05:00:57.920Z,"6 km WNW of Cobb, CA",earthquake,0.15,0.230000004,0.16,44.0,automatic,nc,nc
2024-08-11T01:53:36.900Z,38.83,-122.79,1.76,0.74,md,11.0,84.0,0.003578,0.02,nc,nc75046937,2024-08-11T02:31:01.909Z,"6 km WNW of Cobb, CA",earthquake,0.41,1.13,0.19,13.0,automatic,nc,nc
2024-08-11T01:41:29.320Z,33.9491667,-117.1805,13.98,0.93,ml,38.0,99.0,0.0897,0.19,ci,ci40696919,2024-08-11T01:47:53.846Z,"5 km ENE of Moreno Valley, CA",earthquake,0.24,0.59,0.276,25.0,automatic,ci,ci
2024-08-11T01:36:59.930Z,35.09,-119.1033333,6.42,1.71,ml,40.0,42.0,0.03519,0.25,ci,ci40696911,2024-08-11T01:43:38.943Z,"23 km NW of Grapevine, CA",earthquake,0.27,0.59,0.192,28.0,automatic,ci,ci
2024-08-11T01:26:41.102Z,-5.3472,154.1023,132.25,4.7,mb,58.0,123.0,7.977,0.98,us,us6000njfm,2024-08-11T01:45:08.040Z,"186 km NW of Panguna, Papua New Guinea",earthquake,11.14,7.567,0.057,94.0,reviewed,us,us
2024-08-11T01:02:51.870Z,35.0886667,-119.0885,1.15,1.52,ml,34.0,129.0,0.03024,0.27,ci,ci40696887,2024-08-11T01:09:25.764Z,"22 km NW of Grapevine, CA",earthquake,0.34,0.86,0.125,27.0,automatic,ci,ci
2024-08-11T01:00:00.988Z,32.758,-100.644,5.7861,3.1,ml,25.0,50.0,0.1,0.2,tx,tx2024prne,2024-08-11T01:40:23.098Z,"17 km NE of Hermleigh, Texas",earthquake,0.9375501608055448,1.81558755148734,0.1,13.0,reviewed,tx,tx
2024-08-11T00:59:40.070Z,33.2636667,-116.4231667,4.49,0.68,ml,33.0,68.0,0.006765,0.21,ci,ci40696871,2024-08-11T01:05:46.174Z,"5 km W of Borrego Springs, CA",earthquake,0.25,0.53,0.068,14.0,automatic,ci,ci
2024-08-11T00:50:11.280Z,37.09,-121.91,11.02,1.34,md,10.0,107.0,0.02875,0.05,nc,nc75046912,2024-08-11T03:45:57.454Z,"7 km NNW of Day Valley, CA",earthquake,0.45,0.649999976,0.12,10.0,automatic,nc,nc
2024-08-11T00:45:52.830Z,38.82,-122.81,2.3,1.18,md,22.0,35.0,0.003576,0.01,nc,nc75046907,2024-08-11T03:31:01.304Z,"7 km NNW of The Geysers, CA",earthquake,0.23,0.419999987,0.14,24.0,automatic,nc,nc
2024-08-11T00:43:19.630Z,35.0951667,-119.073,2.88,2.34,ml,56.0,22.0,0.03754,0.28,ci,ci40696863,2024-08-11T01:05:35.744Z,"21 km NW of Grapevine, CA",earthquake,0.23,1.16,0.171,26.0,automatic,ci,ci
2024-08-11T00:38:38.147Z,37.6745,142.0178,64.405,4.4,mb,30.0,151.0,3.197,0.51,us,us6000njfg,2024-08-11T00:54:17.040Z,"91 km E of Minami-Sōma, Japan",earthquake,8.98,8.699,0.131,17.0,reviewed,us,us
2024-08-11T00:29:24.240Z,38.83,-122.82,1.44,1.21,md,21.0,43.0,0.009743,0.02,nc,nc75046897,2024-08-11T02:45:57.009Z,"8 km NNW of The Geysers, CA",earthquake,0.19,0.389999986,0.18,22.0,automatic,nc,nc
2024-08-11T00:23:08.190Z,38.86,-122.95,4.15,1.74,md,28.0,150.0,0.01917,0.03,nc,nc75046887,2024-08-11T01:45:57.622Z,"9 km NE of Cloverdale, CA",earthquake,0.36,0.400000006,0.14,31.0,automatic,nc,nc
2024-08-11T00:21:41.280Z,38.86,-122.95,3.88,1.39,md,20.0,230.0,0.01849,0.04,nc,nc75046882,2024-08-11T01:16:00.438Z,"9 km NE of Cloverdale, CA",earthquake,0.65,0.620000005,0.18,22.0,automatic,nc,nc
2024-08-10T23:43:14.434Z,63.0071,-150.7248,86.3,1.8,ml,,,,0.79,ak,ak024a96slxv,2024-08-10T23:45:36.769Z,"56 km N of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-08-10T23:42:00.230Z,35.0896667,-119.1383333,0.19,1.54,ml,37.0,53.0,0.05442,0.28,ci,ci40696831,2024-08-10T23:53:01.329Z,"24 km E of Maricopa, CA",earthquake,0.3,1.34,0.226,29.0,automatic,ci,ci
2024-08-10T23:38:19.439Z,38.7551,-118.6288,10.3,1.7,ml,12.0,115.55,0.505,0.3563,nn,nn00882198,2024-08-10T23:40:54.999Z,"16 km NE of Walker Lake, Nevada",earthquake,,0.7,0.17,7.0,automatic,nn,nn
2024-08-10T23:33:37.510Z,63.1047,-145.3469,63.8,1.6,ml,,,,0.97,ak,ak024a96qik7,2024-08-10T23:35:38.035Z,"13 km E of Paxson, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-08-10T23:31:09.670Z,35.9756667,-117.4843333,5.87,1.15,ml,20.0,133.0,0.1375,0.17,ci,ci40696823,2024-08-10T23:37:14.257Z,"24 km NNW of Searles Valley, CA",earthquake,0.36,1.16,0.125,13.0,automatic,ci,ci
2024-08-10T22:52:01.800Z,32.8606667,-116.1591667,6.74,1.24,ml,45.0,51.0,0.08622,0.2,ci,ci40696799,2024-08-10T22:58:14.017Z,"21 km NW of Ocotillo, CA",earthquake,0.19,0.76,0.195,28.0,automatic,ci,ci
2024-08-10T22:42:43.474Z,31.8274,131.5768,46.188,4.8,mb,72.0,56.0,1.01,1.23,us,us6000njf2,2024-08-10T23:22:05.051Z,"18 km ESE of Miyazaki, Japan",earthquake,6.49,7.129,0.054,107.0,reviewed,us,us
2024-08-10T22:39:37.280Z,19.2811660766602,-155.204666137695,-0.340000003576279,1.83,ml,45.0,157.0,0.01887,0.159999996,hv,hv74394456,2024-08-10T22:42:15.380Z,"18 km S of Volcano, Hawaii",earthquake,0.39,0.150000006,0.32,6.0,automatic,hv,hv
2024-08-10T22:39:24.910Z,33.5805,-116.8075,9.17,0.96,ml,50.0,34.0,0.03854,0.15,ci,ci40696791,2024-08-10T22:45:45.924Z,"13 km WNW of Anza, CA",earthquake,0.14,0.31,0.186,29.0,automatic,ci,ci
2024-08-10T22:36:27.810Z,34.0225,-117.2158333,2.11,1.15,ml,38.0,221.0,0.08303,0.21,ci,ci40696783,2024-08-10T22:43:57.718Z,"5 km SW of Redlands, CA",earthquake,0.54,1.04,0.165,29.0,automatic,ci,ci
2024-08-10T22:36:27.800Z,34.0298333,-117.2425,16.69,0.94,ml,20.0,88.0,0.0903,0.12,ci,ci40696775,2024-08-10T22:42:54.837Z,"3 km SE of Loma Linda, CA",earthquake,0.4,0.67,0.173,3.0,automatic,ci,ci
2024-08-10T22:34:10.863Z,60.4141,-152.507,104.7,1.6,ml,,,,0.6,ak,ak024a9658m6,2024-08-10T22:36:07.092Z,"61 km NW of Ninilchik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-08-10T22:28:49.660Z,35.9433333,-117.6846667,4.52,1.51,ml,25.0,68.0,0.02819,0.14,ci,ci40696767,2024-08-10T22:34:56.885Z,"20 km E of Little Lake, CA",earthquake,0.16,0.32,0.184,18.0,automatic,ci,ci
2024-08-10T22:27:11.558Z,62.5249,-151.934,100.4,1.6,ml,,,,0.32,ak,ak024a963qnn,2024-08-10T22:29:51.360Z,"60 km W of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-08-10T22:15:21.292Z,61.3881,-147.6855,22.3,1.5,ml,,,,0.76,ak,ak024a9616td,2024-08-10T22:17:13.435Z,"46 km S of Glacier View, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-08-10T22:02:41.189Z,60.052,-153.0734,126.7,2.1,ml,,,,0.39,ak,ak024a95yg97,2024-08-10T22:10:53.040Z,"64 km ENE of Pedro Bay, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-08-10T21:51:53.780Z,35.1106682,-119.090332,10.21,3.2,ml,92.0,22.0,0.05222,0.27,ci,ci40696751,2024-08-11T04:11:08.819Z,"23 km SW of Lamont, CA",earthquake,0.22,0.62,0.34,23.0,automatic,ci,ci
2024-08-10T21:44:05.670Z,35.116,-119.0975,0.93,1.63,ml,38.0,59.0,0.05836,0.27,ci,ci40696743,2024-08-10T21:50:47.566Z,"23 km SW of Lamont, CA",earthquake,0.27,1.15,0.138,27.0,automatic,ci,ci
2024-08-10T21:37:51.990Z,33.4041667,-116.3961667,3.16,1.56,ml,76.0,30.0,0.08096,0.2,ci,ci40696735,2024-08-10T21:44:35.577Z,"17 km N of Borrego Springs, CA",earthquake,0.15,0.34,0.167,25.0,automatic,ci,ci
2024-08-10T21:36:55.660Z,36.95,-121.62,4.47,1.59,md,6.0,128.0,0.02972,0.07,nc,nc75046842,2024-08-10T23:15:56.691Z,"7 km NNE of Aromas, CA",earthquake,0.47,1.04999995,0.26,9.0,automatic,nc,nc
2024-08-10T21:32:22.762Z,36.65183258,-97.94151306,5.0,2.34,ml,9.0,214.5651627,0.642125845,1.307122442,ok,ok2024prgi,2024-08-10T21:40:23.686Z,"9 km E of Nash, Oklahoma",earthquake,12.68643505,,0.57,5.0,automatic,ok,ok
2024-08-10T21:29:07.400Z,33.532,-116.9286667,13.25,2.36,ml,107.0,20.0,0.0521,0.22,ci,ci40696727,2024-08-10T22:11:32.835Z,"12 km NNW of Aguanga, CA",earthquake,0.12,0.34,0.233,26.0,automatic,ci,ci
2024-08-10T21:26:42.320Z,33.2236667,-116.0436667,3.34,0.94,ml,41.0,84.0,0.07456,0.23,ci,ci40696719,2024-08-10T21:32:50.510Z,"12 km SW of Salton City, CA",earthquake,0.25,0.51,0.124,21.0,automatic,ci,ci
2024-08-10T21:18:52.690Z,38.8,-122.78,3.44,1.09,md,19.0,59.0,0.005075,0.02,nc,nc75046827,2024-08-10T21:55:57.181Z,"3 km NW of The Geysers, CA",earthquake,0.3,0.610000014,0.23,21.0,automatic,nc,nc
2024-08-10T20:46:01.703Z,45.9695,22.02,10.0,4.4,mb,51.0,34.0,0.44,0.87,us,us6000njen,2024-08-11T07:56:12.235Z,"5 km S of Bata, Romania",earthquake,3.55,1.906,0.143,14.0,reviewed,us,us
2024-08-10T20:43:26.958Z,65.815,-148.0892,7.0,2.4,ml,,,,0.42,ak,ak024a950c3b,2024-08-10T21:49:47.040Z,"38 km NNE of Livengood, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-08-10T20:40:12.930Z,34.5686667,-118.6281667,3.76,1.69,ml,48.0,40.0,0.07265,0.2,ci,ci40696687,2024-08-10T20:53:13.961Z,"9 km N of Castaic, CA",earthquake,0.15,0.54,0.11,27.0,automatic,ci,ci
2024-08-10T20:30:10.150Z,19.5036659240723,-155.485336303711,2.53999996185303,1.73000002,md,24.0,70.0,0.03766,0.189999998,hv,hv74394356,2024-08-10T20:31:41.940Z,"27 km WNW of Volcano, Hawaii",earthquake,0.37,1.96000004,0.310000002,7.0,automatic,hv,hv
2024-08-10T20:25:42.690Z,35.9625,-117.6638333,2.26,1.05,ml,20.0,92.0,0.0182,0.15,ci,ci40696679,2024-08-10T20:31:52.052Z,"22 km E of Little Lake, CA",earthquake,0.27,0.17,0.182,13.0,automatic,ci,ci
2024-08-10T20:23:33.272Z,31.9135,-103.4132,10.0,2.6,ml,24.0,39.0,0.181,0.44,us,us6000njeg,2024-08-10T21:42:51.040Z,"29 km NE of Mentone, Texas",earthquake,2.04,2.011,0.085,18.0,reviewed,us,us
2024-08-10T20:17:29.415Z,62.5626,-149.8255,0.0,1.5,ml,,,,0.53,ak,ak024a94urnx,2024-08-10T20:19:30.150Z,"19 km NE of Chase, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-10T20:03:16.676Z,0.5831,98.7843,71.703,4.5,mb,17.0,199.0,2.101,0.59,us,us6000njed,2024-08-10T21:35:22.040Z,"103 km SSW of Padangsidempuan, Indonesia",earthquake,8.08,10.998,0.22,6.0,reviewed,us,us
2024-08-10T19:57:04.730Z,34.9588333,-119.1248333,12.94,1.38,ml,32.0,90.0,0.1229,0.2,ci,ci40696647,2024-08-10T20:04:10.713Z,"13 km N of Pine Mountain Club, CA",earthquake,0.26,0.57,0.338,30.0,automatic,ci,ci
2024-08-10T19:48:03.400Z,38.79,-122.76,3.06,1.1,md,17.0,63.0,0.006692,0.02,nc,nc75046812,2024-08-10T20:26:34.601Z,"2 km  of The Geysers, CA",earthquake,0.31,0.620000005,0.15,18.0,automatic,nc,nc
2024-08-10T19:33:59.480Z,35.101,-119.0825,11.95,1.74,ml,51.0,77.0,0.04232,0.25,ci,ci40696631,2024-08-10T19:41:35.380Z,"22 km NW of Grapevine, CA",earthquake,0.26,0.61,0.173,26.0,automatic,ci,ci
2024-08-10T19:29:05.663Z,68.0219,-151.0496,4.8,1.8,ml,,,,1.16,ak,ak024a94buti,2024-08-10T19:31:19.536Z,"31 km ESE of Anaktuvuk Pass, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-08-10T19:28:44.070Z,33.2215,-116.048,3.38,1.5,ml,62.0,51.0,0.07591,0.22,ci,ci40696623,2024-08-10T19:36:00.907Z,"12 km NE of Ocotillo Wells, CA",earthquake,0.15,0.3,0.145,26.0,automatic,ci,ci
2024-08-10T19:19:10.210Z,33.5215,-116.5278333,11.8,0.95,ml,49.0,37.0,0.036,0.19,ci,ci40696615,2024-08-10T19:28:11.316Z,"14 km ESE of Anza, CA",earthquake,0.18,0.32,0.173,26.0,automatic,ci,ci
2024-08-10T19:18:12.710Z,35.0901667,-119.1015,2.97,1.47,ml,44.0,54.0,0.03468,0.26,ci,ci40696607,2024-08-10T19:27:01.309Z,"23 km NW of Grapevine, CA",earthquake,0.26,1.11,0.33,8.0,automatic,ci,ci
2024-08-10T19:16:39.380Z,33.519,-116.5281667,11.83,1.08,ml,64.0,29.0,0.03847,0.18,ci,ci40696599,2024-08-10T19:24:40.328Z,"14 km ESE of Anza, CA",earthquake,0.16,0.27,0.212,26.0,automatic,ci,ci
2024-08-10T19:16:25.040Z,33.5195,-116.525,11.87,0.84,ml,41.0,34.0,0.03823,0.19,ci,ci40696591,2024-08-10T19:23:15.177Z,"14 km ESE of Anza, CA",earthquake,0.2,0.37,0.194,24.0,automatic,ci,ci
2024-08-10T19:12:09.850Z,35.1091667,-119.1091667,2.96,1.64,ml,41.0,43.0,0.05457,0.23,ci,ci40696575,2024-08-10T19:19:51.766Z,"24 km SW of Lamont, CA",earthquake,0.23,0.98,0.14,26.0,automatic,ci,ci
2024-08-10T19:08:57.880Z,33.4083333,-116.3951667,13.03,0.55,ml,24.0,82.0,0.0847,0.14,ci,ci40696567,2024-08-10T19:15:19.138Z,"17 km N of Borrego Springs, CA",earthquake,0.21,0.62,0.119,12.0,automatic,ci,ci
2024-08-10T19:06:17.547Z,13.4706,-90.2233,67.449,4.3,mb,43.0,130.0,0.775,0.98,us,us6000nje1,2024-08-10T21:15:07.040Z,"44 km WSW of Acajutla, El Salvador",earthquake,7.82,8.477,0.066,66.0,reviewed,us,us
2024-08-10T19:05:11.940Z,19.2613334655762,-155.410171508789,29.6000003814697,2.05999994,md,34.0,70.0,0.02656,0.159999996,hv,hv74394271,2024-08-10T19:06:48.700Z,"9 km NE of Pāhala, Hawaii",earthquake,0.58,0.720000029,0.25,6.0,automatic,hv,hv
2024-08-10T18:55:50.680Z,19.4488334655762,-155.428833007812,2.72000002861023,1.76,ml,40.0,47.0,0.05981,0.150000006,hv,hv74394261,2024-08-10T18:58:27.060Z,"20 km W of Volcano, Hawaii",earthquake,0.26,2.03999996,0.14,3.0,automatic,hv,hv
2024-08-10T18:26:16.310Z,35.0991667,-119.1173333,4.38,1.48,ml,30.0,78.0,0.04893,0.25,ci,ci40696535,2024-08-10T18:39:27.168Z,"24 km NW of Grapevine, CA",earthquake,0.36,1.65,0.21,29.0,automatic,ci,ci
2024-08-10T18:23:06.610Z,38.81,-122.78,2.28,1.1,md,22.0,93.0,0.007882,0.02,nc,nc75046787,2024-08-10T19:21:36.186Z,"4 km NNW of The Geysers, CA",earthquake,0.23,0.389999986,0.14,25.0,automatic,nc,nc
2024-08-10T18:17:25.608Z,64.9731,-151.4867,17.1,1.3,ml,,,,0.44,ak,ak024a93nw5s,2024-08-10T18:19:09.090Z,"35 km SE of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-10T18:03:05.960Z,17.9838333333333,-66.941,13.72,2.38,md,9.0,152.0,0.03289,0.14,pr,pr71457213,2024-08-10T18:28:17.013Z,"2 km W of Fuig, Puerto Rico",earthquake,0.61,0.56,0.0798305755945294,4.0,reviewed,pr,pr
2024-08-10T17:57:59.890Z,37.2,-121.59,4.82,2.2,md,54.0,41.0,0.05003,0.1,nc,nc75046782,2024-08-10T19:00:59.046Z,"10 km NE of Morgan Hill, CA",earthquake,0.14,0.379999995,0.14,57.0,automatic,nc,nc
2024-08-10T17:41:25.388Z,2.7109,95.7122,27.768,4.4,mb,35.0,178.0,2.788,0.53,us,us6000njdu,2024-08-10T22:05:50.040Z,"78 km WNW of Sinabang, Indonesia",earthquake,7.61,6.519,0.115,24.0,reviewed,us,us
2024-08-10T17:40:05.062Z,63.442,-147.9479,31.3,1.0,ml,,,,0.67,ak,ak024a937cdf,2024-08-10T17:42:32.270Z,"50 km E of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-08-10T17:31:53.300Z,35.9438333,-117.6858333,4.72,0.73,ml,21.0,69.0,0.02905,0.12,ci,ci40696503,2024-08-10T17:37:37.019Z,"20 km E of Little Lake, CA",earthquake,0.15,0.26,0.058,8.0,automatic,ci,ci
2024-08-10T17:27:16.850Z,35.9435,-117.6861667,4.76,0.6,ml,17.0,68.0,0.02937,0.11,ci,ci40696479,2024-08-10T17:33:02.370Z,"20 km E of Little Lake, CA",earthquake,0.16,0.27,0.061,4.0,automatic,ci,ci
2024-08-10T17:22:43.440Z,35.0778333,-119.0913333,2.19,1.16,ml,25.0,74.0,0.02016,0.26,ci,ci40696471,2024-08-10T17:28:46.970Z,"21 km NW of Grapevine, CA",earthquake,0.39,1.44,0.16,18.0,automatic,ci,ci
2024-08-10T17:20:07.370Z,35.947,-117.6828333,4.83,1.92,ml,27.0,76.0,0.02635,0.17,ci,ci40696463,2024-08-10T17:27:11.237Z,"20 km E of Little Lake, CA",earthquake,0.19,0.36,0.181,22.0,automatic,ci,ci
2024-08-10T17:18:39.140Z,35.9451667,-117.6838333,4.87,2.79,ml,28.0,72.0,0.02728,0.13,ci,ci40696455,2024-08-10T17:25:54.311Z,"20 km E of Little Lake, CA",earthquake,0.16,0.32,0.204,25.0,automatic,ci,ci
2024-08-10T17:01:17.540Z,35.0798333,-119.099,12.82,1.72,ml,44.0,40.0,0.02458,0.27,ci,ci40696439,2024-08-10T17:11:40.970Z,"22 km NW of Grapevine, CA",earthquake,0.33,0.67,0.182,26.0,automatic,ci,ci
2024-08-10T16:53:43.600Z,33.7874985,-117.0345001,14.9,1.03,ml,25.0,81.0,0.08381,0.32,ci,ci40696431,2024-08-10T17:03:25.705Z,"7 km NE of Green Acres, CA",earthquake,0.65,1.08,0.255,11.0,automatic,ci,ci
2024-08-10T16:52:21.169Z,37.1993,-114.5322,9.5,2.9,ml,29.0,112.91,0.486,0.4173,nn,nn00882193,2024-08-10T21:57:00.040Z,"46 km S of Caliente, Nevada",earthquake,,0.7,0.34,19.0,automatic,nn,nn
2024-08-10T16:42:53.300Z,35.0911667,-119.0855,2.18,1.58,ml,40.0,63.0,0.03252,0.25,ci,ci40696423,2024-08-10T16:49:26.741Z,"22 km NW of Grapevine, CA",earthquake,0.27,1.28,0.319,7.0,automatic,ci,ci
2024-08-10T16:41:28.880Z,35.9441667,-117.6863333,4.67,0.62,ml,15.0,69.0,0.02941,0.1,ci,ci40696415,2024-08-10T16:47:13.783Z,"20 km E of Little Lake, CA",earthquake,0.15,0.26,0.072,5.0,automatic,ci,ci
2024-08-10T16:37:48.270Z,35.0941667,-119.141,1.87,1.7,ml,37.0,65.0,0.05882,0.2,ci,ci40696407,2024-08-10T16:44:24.467Z,"24 km E of Maricopa, CA",earthquake,0.22,1.02,0.221,26.0,automatic,ci,ci
2024-08-10T16:17:15.400Z,35.113,-119.1205,2.69,1.8,ml,44.0,66.0,0.06206,0.28,ci,ci40696391,2024-08-10T16:23:57.600Z,"25 km SW of Lamont, CA",earthquake,0.25,1.17,0.14,28.0,automatic,ci,ci
2024-08-10T16:14:04.805Z,62.9378,-151.2628,123.0,1.8,ml,,,,0.2,ak,ak024a92gc74,2024-08-10T16:43:06.429Z,"55 km NNW of Petersville, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-08-10T16:11:46.110Z,33.519,-116.5311667,11.7,1.04,ml,65.0,28.0,0.0384,0.2,ci,ci40696383,2024-08-10T16:22:23.050Z,"14 km ESE of Anza, CA",earthquake,0.16,0.3,0.174,26.0,automatic,ci,ci
2024-08-10T16:06:26.530Z,19.261833190918,-155.389495849609,31.4699993133545,1.79999995,md,46.0,129.0,0.07128,0.140000001,hv,hv74394181,2024-08-10T16:08:01.680Z,"11 km NE of Pāhala, Hawaii",earthquake,0.57,0.689999998,0.119999997,4.0,automatic,hv,hv
2024-08-10T15:59:10.587Z,44.3594,-115.1735,16.319,2.6,ml,24.0,61.0,0.345,0.44,us,us6000njdc,2024-08-10T21:57:38.040Z,"24 km NW of Stanley, Idaho",earthquake,2.28,7.044,0.031,140.0,reviewed,us,us
2024-08-10T15:59:07.510Z,32.256,-116.1655,4.63,2.09,ml,23.0,80.0,0.3111,0.23,ci,ci40696375,2024-08-10T16:05:49.802Z,"48 km SE of Campo, CA",earthquake,0.37,2.12,0.184,29.0,automatic,ci,ci
2024-08-10T15:50:39.460Z,35.0963333,-119.0535,1.04,1.44,ml,32.0,78.0,0.04511,0.23,ci,ci40696367,2024-08-10T15:57:12.992Z,"20 km NNW of Grapevine, CA",earthquake,0.29,0.95,0.157,29.0,automatic,ci,ci
2024-08-10T15:45:36.712Z,60.172,-151.1953,45.3,1.8,ml,,,,0.44,ak,ak024a921m93,2024-08-10T15:47:25.673Z,"12 km ESE of Clam Gulch, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-08-10T15:43:50.957Z,60.5035,-141.6572,0.3,1.4,ml,,,,0.11,ak,ak024a9217x4,2024-08-10T15:46:00.861Z,"124 km SSE of McCarthy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-08-10T15:35:39.850Z,36.56,-121.17,-0.06,1.62,md,9.0,121.0,0.1034,0.25,nc,nc75046727,2024-08-10T17:30:56.479Z,"3 km NNW of Pinnacles, CA",earthquake,1.08,8.36999989,0.18,8.0,automatic,nc,nc
2024-08-10T15:29:54.560Z,37.41,-118.65,6.5,1.6,md,10.0,143.0,0.09158,0.03,nc,nc75046722,2024-08-10T16:56:37.252Z,"5 km W of Round Valley, CA",earthquake,0.68,2.3599999,0.04,8.0,automatic,nc,nc
2024-08-10T15:16:45.376Z,41.4314,83.7859,16.304,4.1,mb,14.0,129.0,3.707,0.48,us,us6000njd8,2024-08-10T21:41:53.040Z,"78 km ESE of Kuqa, China",earthquake,12.16,6.365,0.262,5.0,reviewed,us,us
2024-08-10T15:10:40.886Z,37.3269,-116.9687,4.4,0.5,ml,8.0,196.5,0.234,0.0656,nn,nn00882192,2024-08-10T15:13:09.515Z,"48 km SSE of Goldfield, Nevada",earthquake,,2.5,0.66,5.0,automatic,nn,nn
2024-08-10T14:49:01.060Z,35.0783333,-119.089,0.6,1.53,ml,37.0,63.0,0.02014,0.25,ci,ci40696335,2024-08-10T14:55:22.060Z,"21 km NW of Grapevine, CA",earthquake,0.27,0.93,0.156,28.0,automatic,ci,ci
2024-08-10T14:42:49.557Z,63.0445,-151.4007,0.9,1.9,ml,,,,0.58,ak,ak024a91fkhn,2024-08-10T14:45:22.408Z,"57 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
